Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0245,12/7/18,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Cooler was found holding 61F. Discontinue use. Manager said cooler will be replaced.
09FOOD-0186,8/13/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drain in front of the 3 compartment sink is soiled. Clean the floor drain with a bristle brush.
09FOOD-0358,8/27/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor grout near the prep sink is in disrepair. Repair the damaged grout. The baseboard outside the bathrooms is damaged. Repair the damage.
17FOOD-0004,11/12/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. There is no certified food manager on site. A certified food manager must be on site at all times. Obtain the certification within 90 days.
15FOOD-0018,8/1/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Plastic containers used to dispense food. Please use food grade food dispensers with handles when dispensing products/ingredients
16FOOD-0001,10/11/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw eggs are being stored above strawberries. The eggs were moved below the strawberries.
09FOOD-0045,10/25/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",observed walk in door gaskets to be covered in duct tape.  please replace the gaskets with new seals to aid in keeping temperatures cool
09FOOD-0170,5/31/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The baffle filters under the fume hood are soiled. Routinely clean the filters. The counter surface under the grill is soiled. Routinely clean under cooking equipment. The shelving in the walk in cooler is soiled. Routinely clean the shelving. The interior of a container of utensils is soiled on the back prep table near the rear exit. Store all utensils in a clean location.
09FOOD-0326,11/19/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the milk in the walk in cooler is soiled. Remove the cardboard and clean the floor as needed.
12FOOD-0034,9/4/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",The lid to the burger freezer is in disrepair. Repair/replace the lid.
15FOOD-0049,8/1/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There is no hand soap at the bar hand sink. Maintain a supply of hand soap at each hand sink.
09FOOD-0358,8/27/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored | on prep surfaces. Store the wipe cloths in the sanitizer bucket when not in use.
09FOOD-0120,9/27/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the shelving in the back storage room is soiled. Routinely clean the floors.
16FOOD-0032,12/5/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Sushi was found holding 50F. All items were removed from the display cooler. Have the cooler repaired. It must hold 41F or below.
09FOOD-0245,1/4/19,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. New containers were purchased but they are still too deep for cooling thick food items. Spinach that was cooked last night was found holding 55F. Both containers of spinach were discarded. Follow proper cooling methods (store in shallow pans |  without a cover) to help food reach 41F within 6 hours.
09FOOD-0066,4/26/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. Store the wipe cloths in a sanitizer solution when not in use.
09FOOD-0367,3/28/18,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Water temperature is too hot. Ensure water temperature for sanitizer is between 70-75F.
09FOOD-0116,11/26/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia Observed wiping cloths on cutting boards. Please store wiping cloths in sanitizing solution when not in use to prevent the spread of pathogens.
09FOOD-0357,10/29/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,please clean gaskets and base shelves of coolers paying special attention to prep coolers where food scraps and crumbs were observed.
09FOOD-0337,8/22/18,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",The outside dumpsters are open. The lid to the dumpster must be kept closed.
09FOOD-0251,10/22/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found on counters. Store wiping cloths in a sanitizer solution between use.
09FOOD-0357,7/26/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed several floor coolers in the kitchen especially under the microwave with food particles in the door track and at base of cooler. Please thoroughly clean the inside of all coolers paying special attention to food particles in sliding door track.
09FOOD-0334,3/7/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",1. Soda dispenser nozzles are soiled. Clean and sanitize. 2. Surface of 3 compartment sink is slightly soiled. Clean. 3. Interior of ice machine is slightly soiled. Clean.
09FOOD-0187,3/22/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Quaternary ammonia below 150. Must be between 150-400 ppm
09FOOD-0363,9/17/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The shelving under the counter is cluttered. Organize the shelving.
12FOOD-0046,9/19/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The coolers in the front sushi area do not have thermometers. Place a thermometer in each cold holding unit.
09FOOD-0170,5/31/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Fly strips are hung above food prep areas. Store the fly strips near the exit door.
10FOOD-0009,8/16/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found on counters. Store wiping cloths in a sanitizing solution between use. Change sanitizer at a minimum of every 4 hours.
09FOOD-0053,9/24/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,A few shelves of display coolers are soiled with spilled food. Clean the shelves.
16FOOD-0041,8/8/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Quaternary ammonia 0ppm in 3 compartment sink and sanitizer buckets. Dispenser is not currently working. Have the dispenser serviced. Manually add sanitizer for the 3 compartment sink.
09FOOD-0092,4/24/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Can opener and slicer are soiled with food debris. Clean and sanitizer after each use.
09FOOD-0359,12/27/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Observed proofer in non kosher bakery to be leaking and drain not functioning. Please repair proofer and rod the drain.
09FOOD-0385,12/27/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are being stored above containers of yogurt in the walk in cooler. Store the raw shell eggs on the bottom shelf.
09FOOD-0245,3/27/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. The walk-in cooler temperature is 44F. Food items must be held at 41F. Remove potentially hazardous food items (chicken |  milk) from the walk-in cooler. Have cooler serviced.
16FOOD-0020,12/13/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Observed thermometer missing from the prep cooler behind bar. Please provide a secondary thermometer for the cooler to monitor cooler temperatures
09FOOD-0092,4/24/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. 1. Cheese is stored above the cooler line in the prep cooler. Temperature 50F. Store below cooler line in order to maintain 41F or below. 2. 2-door cooler in basement is 48F. Discard sliced cheese stored in cooler and have the cooler repaired. It must maintain 41F or below.
09FOOD-0323,5/22/18,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Squid found thawing in hand wash sink in stagnant water. Only use hand wash sink for hand washing. Thaw food under running water or in a cooler.
09FOOD-0373,11/28/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.No posted or displayed certified food service sanitation manager certificate. Please provide or email a copy of the FSSMC certificate or provide proof of application within the next 10 days.
16FOOD-0022,4/12/18,"(12) PERSONNEL: Hands washed; clean, good hygienic practices.",CRITICAL VIOLATION. Both hand sinks located in the kitchen were not stocked with soap and/or paper towels. Hands must be properly washed using soap |  clean water and paper towels. This was corrected during inspection.
09FOOD-0320,9/5/18,(2) FOOD: Original Container; properly labeled.,Label missing from flour and sugar. Please provide.
09FOOD-0329,12/26/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Food equipment and pipes were found soiled with dried food. Clean surfaces for pest prevention.
09FOOD-0337,3/29/18,"(34) GARBAGE AND REFUSE DISPOSAL: Outside storage area, enclosures; properly constructed, clean; controlled incineration.",The outside dumpster is open. The dumpster must be closed at all times to discourage pest activity.
09FOOD-0245,12/7/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Food debris found on shelves and surfaces. Clean. 2. Exterior of ice machine has heavy dust buildup. Clean.
09FOOD-0359,4/13/18,"(29) PLUMBING: Installed, maintained",1)Hand wash sink in Bakery is drawing slow. Please repair/ unclog drain. 2) hand sink in kosher meat cooler is not receiving hot water. Repair sink and use alternate sinks outside of cooler. Take care not to use hands to open cooler doors after washing hands.
09FOOD-0182,8/31/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Prep cooler located near grill area is holding 46-52F. Cheese 60F |  Turkey 55F |  tomatoes 52F. Discard food items. Do not store food in cooler until is has been repaired to hold 41F or below.
09FOOD-0151,10/31/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",observed single service containers used to dispense food and ingredient.  Please utilize a food dispensing utensil that is food grade and has a handle.  This will protect food from potential contamination
16FOOD-0022,10/2/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Remove dry food items from dish machine area. Items are too close to chemicals and the dish wash machine.
09FOOD-0173,8/29/18,(2) FOOD: Original Container; properly labeled.,90 day tags were not being kept on file. Created a storage container for the 90 day tags.
10FOOD-0009,4/25/18,(2) FOOD: Original Container; properly labeled.,Multiple spray bottles are missing labels. Provide labels for all bottles.
10FOOD-0050,4/30/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Prep cooler was found holding food items at 52-54F. Potentially hazardous foods were discarded (cuts of beef |  cheese |  cooked/diced vegetables). Have the cooler serviced. It must hold food at 41F or below.
09FOOD-0060,4/18/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The screen door is in disrepair. Replace the screen before the weather warms up.
09FOOD-0329,4/9/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Surface of 3 compartment sinks are slightly soiled. Clean thoroughly before filling.
16FOOD-0003,8/29/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sink basins are slightly soiled. Clean surface before filling sinks for dish washing.
09FOOD-0166,9/18/18,(2) FOOD: Original Container; properly labeled.,Multiple spray bottles are not labeled. Provide a label.
08FOOD-0175,7/23/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Various coolers do not have a thermometer. Place a thermometer in each cooler to monitor the temperature.
09FOOD-0170,2/27/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.The back door was ajar and must remain closed at all times except if you install a tight fitting screen door.Outside door must shut tightly.
09FOOD-0251,10/22/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Shelves near sushi prep area are soiled. Clean. 2. Surface of fryers are soiled. Clean. 3. Shelf liner located on the kitchen cart is in poor condition. Remove.
16FOOD-0001,5/17/18,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",The small plastic spoons for the to go desserts are stored incorrectly. Store with the handles all facing up to minimize bare hand contact.
09FOOD-0251,10/22/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Rubber gasket on sushi cooler is falling off the door. This is causing a large gap. Replace this week to create a tight seal.
15FOOD-0007,8/28/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floors are soiled along the baseboards. Routinely clean the hard to reach areas of the floors.
09FOOD-0045,10/25/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,observed crumbs and food scraps at base of large cooler and prep coolers.  Please clean the bases of coolers and sanitize.
16FOOD-0042,10/17/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are stored above produce in the basement walk in cooler. Store the eggs below produce to prevent cross contamination.
09FOOD-0119,11/26/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed dented cans of canned fruit and canned veggies. Please look over canned goods for dpsevere dents and creases that may pose threat to pathogens. Cans have been placed on discard shelf to be returned to supplier
16FOOD-0042,3/13/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Wash the floor thoroughly on a daily basis by the floor drain by the 3 compartment sink
09FOOD-0042,10/30/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed one of two chilies in cooler uncovered. Please assure food items are covered while stored to prevent cross-contamination
09FOOD-0325,1/17/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodinePlease store wiping cloths in sanitizing solution when not in use.
09FOOD-0325,7/3/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,observed no thermometer in main cooler.  Please provide and display thermometer
17FOOD-0029,5/16/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. A certified food manager is not on site. A certified food manager must be on site at all times for risk 1 establishments.
15FOOD-0044,11/15/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",A strainer used for the chicken is in disrepair. Replace the strainer.
09FOOD-0325,7/3/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",observed soiled floors with food scraps under counters.  Please pay special attention to under tables and counters.  clean floors especially in hard to reach areas
09FOOD-0325,1/17/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Please provide thermometer in cooler where missing.
15FOOD-0044,7/19/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Containers of chicken and shrimp are held at a temperature over 50 F. The food was discarded.
09FOOD-0400,5/22/18,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Meat improperly thawing in sink. Thaw meat in a cooler or under running water.
09FOOD-0400,9/24/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Certificate is not on site. Please email to amcilwee@cityofevanston.org
09FOOD-0400,9/24/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Wall by 3 compartment sink is heavily marked and has slightly peeling paint. Have wall cleaned and sealed.
09FOOD-0400,5/22/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found on counter. Store in a sanitizer.
09FOOD-0325,10/23/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Observed front faces of coolers and freezers soiled please wash and sanitize all food contact and non food contact surfaces
16FOOD-0042,3/13/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Sanitize the interior of the ice machine to remove the visible food residue
13FOOD-0038,12/18/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Personal food and drinks found close to food storage. Store personal items separate to avoid potential cross contamination.
09FOOD-0119,7/6/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",observed soiled floors with food scrap in kitchen and front of house.  Please thoroughly clean floors especially in main kitchen and in areas under tables and counters
15FOOD-0044,7/19/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,There is no thermometer in the back cooler. Place a thermometer in the cooler to monitor the temperature.
17FOOD-0029,9/14/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The front door of the establishment was propped open. The door must remain closed or have a screen installed to prevent the entry of pests. The door was closed.
16FOOD-0042,3/13/18,(38) LIGHTING: Provided as required; fixtures shielded.,Replace the missing liquid get bulb in the True freezer
09FOOD-0119,2/5/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",please assure all foods in walk ins are properly covered and protected from cross contamination.  Cooling chicken in walk in was not covered.
16FOOD-0010,9/20/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The shelving in the walk in cooler is soiled. Clean the shelving as needed to prevent accumulating food debris.
17FOOD-0029,5/16/18,(1) FOOD:  Source: wholesome; no spoilage,CRITICAL VIOLATION. There is no documentation for parasite destruction via freezing. Provide a parasite destruction document for all fish served raw.
13FOOD-0021,9/13/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Interior surface of drink cooler is soiled. Clean and sanitize the surface.
17FOOD-0029,1/9/18,(2) FOOD: Original Container; properly labeled.,Label the spray bottle in the dining area which is used to water the plants to indicate the liquid contents which is water.
16FOOD-0042,10/17/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the 3 compartment sink is soiled. Routinely clean the floors. The floor behind the front ice machine and cooler are soiled. Pull the equipment out and clean the floors routinely.The floor drain to the 3 compartment sink is soiled. Routinely clean the floor drain.
15FOOD-0044,7/19/18,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. The cooler near the rear exit is not holding food at the proper temperature. Have the cooler serviced by a technician and do not use it until it can hold product at or below 41 F
16FOOD-0042,3/13/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.Fruit fly activity observed by the dirty floor by the dirty floor drain by the 3 compartment sink because the floor is nit being thoroughly cleaned on a daily basis. Fruit fly breeding will be eliminated by improved DAILY floor cleaning.
16FOOD-0042,3/13/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.The cooked pork was 126 F in the steam table. Reheat the pork to 165 F and keep all cooked food being held in a hot holding unit at 135 F or above
16FOOD-0042,3/13/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.1.Label the spray bottle to indicate the contents as the liquid could not be identified. It was removed from use.2. Lemon lime scented Lysol wipes are not a food contact sanitizer. Lysol is for bathrooms as stated on the label. Use toxic items according to directions.
16FOOD-0042,7/6/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are being stored above small sauce to go containers in a cooler. Store the eggs below the to go products.
09FOOD-0325,1/17/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Please clean the front of and inside coolers.
16FOOD-0042,10/17/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. Store the wipe cloths in a sanitizer bucket when not in use.
17FOOD-0029,1/9/18,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",It is prohibited to store food equipment to include single service ware on top of the walkin unit as the top of the walkin is not considered shelving and it is not easy to clean.
16FOOD-0042,10/17/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The dust broom is soiled. Routinely clean all equipment.
16FOOD-0042,10/17/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall under the 3 compartment sink is soiled. Routinely clean the walls.
09FOOD-0119,2/5/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",clean floors under tables and counters especially in hard to reach areas
09FOOD-0119,11/26/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed notable amount of food scrap and debris on floors especially in receiving area. Please pay special attention to floors as they play a major role in rodent and insect attraction.
09FOOD-0400,5/22/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. 0ppm Chlorine. Dish machine sanitizer is 0-10ppm chlorine. have machine serviced. It must provide 50-100ppm.
16FOOD-0042,10/17/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The basement storage room is cluttered. Remove any unnecessary items and properly organize in order to allow space for cleaning.
16FOOD-0010,1/25/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Clean the inside of the large ice machine to remove the visible mildew buildup on a regular schedule perhaps 1 time a month.The manager said he will sanitize it today.
09FOOD-0400,5/22/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Ventilation hood contains dust buildup. clean.
16FOOD-0010,5/15/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Ice used to cool raw meat is being dumped in the front hand sink. The employee agreed to dump the container in the sink in the kitchen.
09FOOD-0042,10/30/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on cutting boards and tables. Also observed no sanitizer buckets for use with wiping cloths. Please store wiping cloths in sanitizing solution when not in use
09FOOD-0119,2/5/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,please display thermometers conspicuously in walk ins and coolers to properly monitor temperatures.
16FOOD-0042,10/17/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface under the grill is soiled. Routinely clean all food contact surfaces.
09FOOD-0325,10/23/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineQuaternary ammonia / Chlorine / IodineObserved wiping cloths on tables. Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0400,5/22/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple surfaces are soiled with food debris. clean.
09FOOD-0325,10/23/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Observed no self-closing device on bathroom door for employees. Please install a self-closing hinge or spring to allow bathroom door to self-close
15FOOD-0044,3/21/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.**Expired Blake Craft 1/21/18 01594315Renew within 90 days.
17FOOD-0029,9/14/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The baseboard under the walk in cooler door is damaged. Repair the baseboard.
09FOOD-0119,11/26/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Quaternary ammonia 0ppm. Observed quat levels in some sanitizer buckets at 0 as well as food particles. Please assure sanitizing buckets are refreshed frequently and minimally every 2 hrs.
09FOOD-0042,10/30/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Observed floors especially under three compartment sink to be soiled with possibly oil or grease or some substance. Please assure floors are properly cleaned and sanitized each day and especially after spills.
17FOOD-0029,9/14/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. Store the wipe cloths in a sanitizer bucket when not in use.
14FOOD-0012,12/17/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.  A certified food manager is not on site. A certified food manager must be present at all times. Ensure each shift has a certified food manager. Obtain the proper certificates within 90 days.
14FOOD-0012,8/27/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall at the end of the cook line (close to the dish area ) is soiled. Routinely clean the wall. The walls in the dish area are soiled. Routinely clean the walls.
14FOOD-0012,4/27/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Various PHF were being held at 50 F in a cook line cooler. The items were discarded. Product that was recently prepped was moved to another cooler.
14FOOD-0012,12/17/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Various hand sinks do not have paper towels. Every hand sink must have a supply of paper towels.
14FOOD-0012,12/17/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The floor drain to the 2 compartment sink and the 3 compartment sink has standing water. Contact a licensed plumber to clean the line. The floor under the cook line and coolers is heavily soiled. Routinely clean the floors. The floor under the prep tables is heavily soiled. Routinely clean the floors.The floor under the dish machine is soiled. Routinely clean the floors. The floor under the 2 compartment sink is soiled. Routinely clean the floors.
14FOOD-0012,12/17/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The potato slicer is soiled. Routinely clean the slicer. The counter under the vacuum packager is soiled. Routinely clean all food contact surfaces. The can opener is soiled. Routinely clean all food contact surfaces.
14FOOD-0012,12/17/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Goo Gone is being stored above the prep line. WD-40 and a bottle of bleach are being stored below the mixer among food product.
14FOOD-0012,4/27/18,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. A cooler on the cook line is not holding PHF at the proper temperature. Do not use the cooler until it has been repaired.
14FOOD-0012,8/27/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The fan covers in the walk in cooler are soiled. Clean the covers.
